id,text,cleaned_text,created_at,cluster_label,cluster_id
2037548085996638640,"If Hyderabad doesn’t take public transport seriously in the next 5 years, we are looking at a Bengaluru like traffic situation. https://t.co/QgPF6X4IqK",if hyderabad doesnt take public transport seriously in the next 5 years we are looking at a bengaluru like traffic situation,2026-03-27 15:11:34+00:00,Indian Traffic Issues,1
2038117794412478684,"629 companies shifted from Bengaluru in 5 years due to high costs &amp; traffic.

Expansion now moving towards Hyderabad 🚀 https://t.co/ucHSqOdqPn",629 companies shifted from bengaluru in 5 years due to high costs amp traffic expansion now moving towards hyderabad,2026-03-29 04:55:23+00:00,Tier 1 City Problems,0
2038097565535834337,"Office commute times converge in India’s tech hubs 🚦

🔹 Bengaluru: 59 min one-way
🔹 Hyderabad: 58 min one-way

🔹 Gap narrows to 1 min despite rising congestion
🔹 Traffic trends aligning across major tech cities https://t.co/xQmDW7n7IT",office commute times converge in indias tech hubs bengaluru 59 min oneway hyderabad 58 min oneway gap narrows to 1 min despite rising congestion traffic trends aligning across major tech cities,2026-03-29 03:35:00+00:00,Politics,2
2037525040695296307,"🚨 A commuter in Delhi spends 104 hours per year in traffic, while a commuter in Bengaluru spends 168 hours per year. The traffic has turned metro cities into giant parking lots with people trapped inside them: Raghav Chadha in Parliament https://t.co/nwh4LvZGQE",a commuter in delhi spends 104 hours per year in traffic while a commuter in bengaluru spends 168 hours per year the traffic has turned metro cities into giant parking lots with people trapped inside them raghav chadha in parliament,2026-03-27 13:39:59+00:00,Politics,2
2037519704999526844,"#WATCH | AAP MP Raghav Chadha tweets, ""Traffic has turned our metro cities into giant parking lots with people trapped inside them. In Bengaluru, Pune, Mumbai, Kolkata, Delhi and Chennai, on average a commuter spends 100 to 168 hours a year stuck in traffic. Not commuting. Just https://t.co/4dvjEzf1to",watch aap mp raghav chadha tweets traffic has turned our metro cities into giant parking lots with people trapped inside them in bengaluru pune mumbai kolkata delhi and chennai on average a commuter spends 100 to 168 hours a year stuck in traffic not commuting just,2026-03-27 13:18:47+00:00,Politics,2
2037732049176690978,"AAP MP @raghav_chadha posts, ""Traffic has turned our metro cities into giant parking lots with people trapped inside them. In #Bengaluru, #Pune, #Mumbai, #Kolkata, #Delhi and #Chennai, on average a commuter spends 100 to 168 hours a year stuck in traffic. Not commuting. Just https://t.co/NORFORcJrV",aap mp posts traffic has turned our metro cities into giant parking lots with people trapped inside them in bengaluru pune mumbai kolkata delhi and chennai on average a commuter spends 100 to 168 hours a year stuck in traffic not commuting just,2026-03-28 03:22:34+00:00,Tier 1 City Problems,0
2038125883425468677,"AAP MP Raghav Chadha urged a National Urban Decongestion Mission to combat traffic woes in India He highlighted major congestion hotspots in Delhi, Kolkata, Bengaluru, Mumbai, Pune, and Chennai Commuters spend 100-168 hours yearly stuck in traffic, severely impacting productivity",aap mp raghav chadha urged a national urban decongestion mission to combat traffic woes in india he highlighted major congestion hotspots in delhi kolkata bengaluru mumbai pune and chennai commuters spend 100168 hours yearly stuck in traffic severely impacting productivity,2026-03-29 05:27:31+00:00,Tier 1 City Problems,0
2037513445780676730,"Over 100 Hours Lost Every Year: Raghav Chadha Flags Traffic Crisis In Bengaluru, Mumbai, Delhi 
https://t.co/IwkTGXC754",over 100 hours lost every year raghav chadha flags traffic crisis in bengaluru mumbai delhi,2026-03-27 12:53:55+00:00,Tier 1 City Problems,0
2037885927302041806,"Worst experience I have had in indigo while traveling from Mumbai to Bengaluru. They blame ATC saying traffic congestion and delay flights endlessly. 5 years down the line, akasa will wipe u off. @IndiGo6E @IndiGo6E",worst experience i have had in indigo while traveling from mumbai to bengaluru they blame atc saying traffic congestion and delay flights endlessly 5 years down the line akasa will wipe u off,2026-03-28 13:34:01+00:00,Tier 1 City Problems,0
2037499782776897979,"Paid ₹1500 traffic fine via BTP ASTraM app/KSP site on Mar 22 — amount deducted, but no confirmation. Tried again on Mar 27, same issue.

Now ₹3000 gone, cases still unpaid. @blrcitytraffic @KarnatakaCops please help resolve this. #Bengaluru #TrafficFinesDigital",paid 1500 traffic fine via btp astram appksp site on mar 22 amount deducted but no confirmation tried again on mar 27 same issue now 3000 gone cases still unpaid please help resolve this bengaluru trafficfinesdigital,2026-03-27 11:59:37+00:00,Tier 1 City Problems,0
2038066862798574054,"Bengaluru techie clicks on fake traffic fine link, loses ₹7.2 lakh https://t.co/pVVnJahfSK",bengaluru techie clicks on fake traffic fine link loses 72 lakh,2026-03-29 01:33:00+00:00,Tier 1 City Problems,0
2038096797214888086,Use planned tunnel money to put AI enabled traffic monitor camera and enable 100% compliance rules. This will solve Bengaluru traffic problems and earn extra revenue in the short term. Moreover it will showcase Bengaluru as a model disciplined city. @DKShivakumar @Tejasvi_Surya https://t.co/JY78O0Cq6R,use planned tunnel money to put ai enabled traffic monitor camera and enable 100 compliance rules this will solve bengaluru traffic problems and earn extra revenue in the short term moreover it will showcase bengaluru as a model disciplined city,2026-03-29 03:31:57+00:00,Tier 1 City Problems,0
2038295363371876712,"🚦 Traffic Alert – Porur MGR Flyover (Pillar 160, Guindy route side):   Current direction board misguides commuters. Only Bengaluru/Tirupati traffic should use flyover. 
@IASassociation @chennaicorp @Chntrafficman https://t.co/iO4gzHmDl3",traffic alert porur mgr flyover pillar 160 guindy route side current direction board misguides commuters only bengalurutirupati traffic should use flyover,2026-03-29 16:40:58+00:00,Tier 1 City Problems,0
2037789863316242474,"Chamarajapete-Mysuru Road traffic set for major relief 

810 crore flyover planned from Sirsi Junction to BHEL KIMCO Junction to ease congestion, cut travel time and boost Bengaluru connectivity. DPR work underway.

#BengaluruTraffic #MysuruRoad #Chamarajapete https://t.co/IIxj5y9YjC",chamarajapetemysuru road traffic set for major relief 810 crore flyover planned from sirsi junction to bhel kimco junction to ease congestion cut travel time and boost bengaluru connectivity dpr work underway bengalurutraffic mysururoad chamarajapete,2026-03-28 07:12:18+00:00,Infrastructure,3
2037859749304434744,"Bengaluru Traffic to Disrupt for Three Days at Marathahalli -Follow These Diversions to Avoid Delays

https://t.co/JWWcm07Rm0",bengaluru traffic to disrupt for three days at marathahalli follow these diversions to avoid delays,2026-03-28 11:50:00+00:00,Tier 1 City Problems,0
2037496644191883462,"Match days are here in Bengaluru. 

Traffic restrictions will be in place from 3 PM to 12 AM around M. Chinnaswamy Stadium.

Watch the video and plan your commute in advance. Please use designated parking areas.

Your cooperation will help keep the city moving smoothly. https://t.co/ic2qkOv9AG",match days are here in bengaluru traffic restrictions will be in place from 3 pm to 12 am around m chinnaswamy stadium watch the video and plan your commute in advance please use designated parking areas your cooperation will help keep the city moving smoothly,2026-03-27 11:47:09+00:00,Tier 1 City Problems,0
2037515998757331013,"A day before the Indian Premier League 2026 opener, RCB vs SRH at #ChinnaswamyStadium, Bengaluru Traffic Police has issued an advisory on curbs from 3pm to 12 am tomorrow.

#BengaluruTraffic #IPL2026 #RCBvsSRH #TataIPL #ViratKohli #KSCA #RoyalChallengersBengaluru https://t.co/vrjh2YJWGp",a day before the indian premier league 2026 opener rcb vs srh at chinnaswamystadium bengaluru traffic police has issued an advisory on curbs from 3pm to 12 am tomorrow bengalurutraffic ipl2026 rcbvssrh tataipl viratkohli ksca royalchallengersbengaluru,2026-03-27 13:04:03+00:00,Tier 1 City Problems,0
2037789447832645792,"IPL 2026 opener in Bengaluru: Police issues traffic advisory ahead of RCB vs SRH match; Check routes, diversions

READ MORE➡️https://t.co/SCvZlInTVP 

#IPL2026 #TrafficAdvisory #Traffic #TrafficAlert #RCBvsSRH #IPL 

https://t.co/s9wzyc0qpV",ipl 2026 opener in bengaluru police issues traffic advisory ahead of rcb vs srh match check routes diversions read scvzlintvp ipl2026 trafficadvisory traffic trafficalert rcbvssrh ipl,2026-03-28 07:10:39+00:00,Tier 1 City Problems,0
2037807618962669585,"Bengaluru Traffic Update: Police Issue Advisory Ahead of RCB vs SRH, IPL 2026 Opening Match; Check Diversions

https://t.co/oLKBnmI7A7

#Bengaluru #RCBvSRH #IPL2026 #TrafficAlert",bengaluru traffic update police issue advisory ahead of rcb vs srh ipl 2026 opening match check diversions bengaluru rcbvsrh ipl2026 trafficalert,2026-03-28 08:22:51+00:00,Tier 1 City Problems,0
2037817030750110001,"Heading to IPL Match? Bengaluru Police Issue Traffic Advisory, Check Affected Routes &amp; Parking Here

https://t.co/RVi33B4FBr",heading to ipl match bengaluru police issue traffic advisory check affected routes amp parking here,2026-03-28 09:00:15+00:00,Tier 1 City Problems,0
2037779342839697591,"IPL 2026 opener in Bengaluru: Traffic curbs, parking spots, routes to know
https://t.co/b5UdIb4AW1",ipl 2026 opener in bengaluru traffic curbs parking spots routes to know,2026-03-28 06:30:30+00:00,Tier 1 City Problems,0
2037738080283812056,"#ItsViral | IPL 2026 opener in Bengaluru: Traffic curbs, parking spots, routes to know

Stay updated with all the stories that matter — download the Hindustan Times App

https://t.co/DEraTMBKB8",itsviral ipl 2026 opener in bengaluru traffic curbs parking spots routes to know stay updated with all the stories that matter download the hindustan times app,2026-03-28 03:46:32+00:00,Tier 1 City Problems,0
2037501328407285974,"RCB match triggers major traffic curbs in Bengaluru on March 28: Full road closure, parking &amp; entry details

#BengaluruTraffic #RCBMatch #IPL2026 #TrafficAlert #ChinnaswamyStadium

Read more:
https://t.co/NVf8M00LdM",rcb match triggers major traffic curbs in bengaluru on march 28 full road closure parking amp entry details bengalurutraffic rcbmatch ipl2026 trafficalert chinnaswamystadium read more,2026-03-27 12:05:46+00:00,Tier 1 City Problems,0
2037745101116784954,"Heading to the IPL match in Bengaluru? 🏏

Plan smart! Use Namma Metro &amp; public transport to avoid traffic, follow parking rules, and enjoy a hassle-free match day at Chinnaswamy Stadium.

#IPL2026 #Bengaluru #RCB  #NammaMetroHindiBeda #TravelTradeNews

https://t.co/WpLnN3slCF",heading to the ipl match in bengaluru plan smart use namma metro amp public transport to avoid traffic follow parking rules and enjoy a hasslefree match day at chinnaswamy stadium ipl2026 bengaluru rcb nammametrohindibeda traveltradenews,2026-03-28 04:14:26+00:00,Tier 1 City Problems,0
2038167262331625894,"🚨 NEW PROTOCOLS FOR IPL 2026 IN BENGALURU 👮‍♂️

- Local police have implemented strict new entry points and briefing sessions for all ground staff. 

-Smooth traffic flow reported on Cubbon Road and Queens Road thanks to better coordination. 

- Clear signage and stadium maps",new protocols for ipl 2026 in bengaluru local police have implemented strict new entry points and briefing sessions for all ground staff smooth traffic flow reported on cubbon road and queens road thanks to better coordination clear signage and stadium maps,2026-03-29 08:11:57+00:00,Tier 1 City Problems,0
2038311515351396636,"Need urgent police intervention at Karan Aujla concert in Bengaluru, there's not a single traffic police at exit and the whole area is now gridlocked , no internet nothing @blrcitytraffic @ChristinMP_",need urgent police intervention at karan aujla concert in bengaluru theres not a single traffic police at exit and the whole area is now gridlocked no internet nothing,2026-03-29 17:45:09+00:00,Tier 1 City Problems,0
2038407440329531752,"Saw one video yesterday, northie screaming out this lungs in Hindi towards a kannadiga in Bengaluru for driving his scooter in footpath.

Forget the traffic crime for a moment &amp;there are cops for that.

If that happened in Chennai it would’ve turned ugly and northie would’ve to https://t.co/qRaHcrB0RS",saw one video yesterday northie screaming out this lungs in hindi towards a kannadiga in bengaluru for driving his scooter in footpath forget the traffic crime for a moment ampthere are cops for that if that happened in chennai it wouldve turned ugly and northie wouldve to,2026-03-30 00:06:20+00:00,Politics,2
2038299450683294149,"The breath analyser traffic police after rain in bengaluru 
Are like frogs waiting for drunk inscets
Heavily maefesting one drunk idiot
#bengaluruthings
#bengalururain",the breath analyser traffic police after rain in bengaluru are like frogs waiting for drunk inscets heavily maefesting one drunk idiot bengaluruthings bengalururain,2026-03-29 16:57:13+00:00,Tier 1 City Problems,0
2037753875667751074,"🚨 Shocking &amp; Alarming 🚨

In a special operation by Bengaluru Traffic Police, 59 school bus drivers and 14 water tanker drivers were caught drunk while driving. Strict action has been initiated, including cancellation of licenses.

👏 Big thanks to @blrcitytraffic &amp; https://t.co/IthmajLYvy",shocking amp alarming in a special operation by bengaluru traffic police 59 school bus drivers and 14 water tanker drivers were caught drunk while driving strict action has been initiated including cancellation of licenses big thanks to amp,2026-03-28 04:49:18+00:00,Tier 1 City Problems,0
2037737811886088381,"maintenance and legal compliance of these department vehicles?
Public Demand:
The law must be equal for everyone. We urge the concerned authorities and the Bengaluru Traffic Police to take immediate note of this violation and impose the necessary penalties.",maintenance and legal compliance of these department vehicles public demand the law must be equal for everyone we urge the concerned authorities and the bengaluru traffic police to take immediate note of this violation and impose the necessary penalties,2026-03-28 03:45:28+00:00,Infrastructure,3
2038232761484587165,"What about work?

Hope you attend your official duties on a daily basis.

Please ensure the crime rate decreases and people of the country are safe.

Please work on reducing traffic congestion, especially in cities like #Delhi, Bengaluru, &amp; now Hyderabad. https://t.co/kwpn9AXdG8",what about work hope you attend your official duties on a daily basis please ensure the crime rate decreases and people of the country are safe please work on reducing traffic congestion especially in cities like delhi bengaluru amp now hyderabad,2026-03-29 12:32:13+00:00,Tier 1 City Problems,0
2038200894547005518,"This flow is like pipe line, flow should be continuous, break ,( not breaking news) delay in reaching India will lockdown many business 
https://t.co/4BgBrEcqZJ",this flow is like pipe line flow should be continuous break not breaking news delay in reaching india will lockdown many business,2026-03-29 10:25:35+00:00,Politics,2
2037826012202086667,"In Bengaluru, the Ejipura Flyover has been under construction for years.

Deadlines came… and went.
Budgets increased… work slowed.
Commuters kept waiting.

A project meant to ease traffic
turned into a symbol of delay.

Now compare this 👇

In another part of India, a massive https://t.co/PKUdYCw5Wm",in bengaluru the ejipura flyover has been under construction for years deadlines came and went budgets increased work slowed commuters kept waiting a project meant to ease traffic turned into a symbol of delay now compare this in another part of india a massive,2026-03-28 09:35:56+00:00,Infrastructure,3
2037860948606849461,"Respected @blrcitytraffic @osd_cmkarnataka 
This sudden installation of height rod causing huge traffic jam in Tharabanahalli railway gate Hesaraghatta road, Bengaluru 
Even causing disturbance for BMTC transport route and local residents
Pleasing authorities to solve this asap https://t.co/K3m3GdJ3tA",respected this sudden installation of height rod causing huge traffic jam in tharabanahalli railway gate hesaraghatta road bengaluru even causing disturbance for bmtc transport route and local residents pleasing authorities to solve this asap,2026-03-28 11:54:46+00:00,Tier 1 City Problems,0
2037492062346699220,The only man who can make a Bengaluru traffic jam look like a red carpet event. https://t.co/2SRKJEBpBp,the only man who can make a bengaluru traffic jam look like a red carpet event,2026-03-27 11:28:57+00:00,Tier 1 City Problems,0
2037781422161981550,"In a rare show of bipartisan efficiency, our leaders have bravely fought the 'indignity' of standing in a queue like a common taxpayer. Forget the water crisis or Bengaluru traffic it’s good to know that when the floodlights are on, our priorities are in the front row.#IPL2026",in a rare show of bipartisan efficiency our leaders have bravely fought the indignity of standing in a queue like a common taxpayer forget the water crisis or bengaluru traffic its good to know that when the floodlights are on our priorities are in the front rowipl2026,2026-03-28 06:38:45+00:00,Tier 1 City Problems,0
2038257824179146814,"🔥 This is BIG.
Not just another headline — this has serious implications that people need to pay attention to.
The narrative is shifting, and moments like this often get buried in noise. Don’t let that happen.
Watch closely.

👇 Your thoughts?

#Breaking #India #News #Trending https://t.co/88FMljiV9a",this is big not just another headline this has serious implications that people need to pay attention to the narrative is shifting and moments like this often get buried in noise dont let that happen watch closely your thoughts breaking india news trending,2026-03-29 14:11:48+00:00,Tier 1 City Problems,0
2038165495808192764,"🚨 BREAKING: Politics in India is intensifying fast.

From Mamata Banerjee to Amit Shah to #PMModi, narratives are clashing in real time.

This isn’t just news. It’s power in motion. What do you think matters most right now? 👇

#Politics #India #PMModi",breaking politics in india is intensifying fast from mamata banerjee to amit shah to pmmodi narratives are clashing in real time this isnt just news its power in motion what do you think matters most right now politics india pmmodi,2026-03-29 08:04:56+00:00,Politics,2
2038177903293366471,"🚨 Huge Breaking News 🚨

Modi will no longer remain Prime Minister.

According to a Weshington Post report, the CIA and ISI have decided to initiate a regime change in India.

It is claimed that Asim Munir and Trump are not in favor of Modi, therefore a new government will be",huge breaking news modi will no longer remain prime minister according to a weshington post report the cia and isi have decided to initiate a regime change in india it is claimed that asim munir and trump are not in favor of modi therefore a new government will be,2026-03-29 08:54:14+00:00,Politics,2
2038176178851475494,"🚨 BREAKING NEWS 🚨

In a major policy move, India’s Home Ministry, led by Amit Shah, has announced that certain non-Muslim migrants from Afghanistan, Bangladesh, and Pakistan will be allowed to stay in India even without valid passports or travel documents. 🇮🇳⚖️ This applies to https://t.co/sAfAtSMMEi",breaking news in a major policy move indias home ministry led by amit shah has announced that certain nonmuslim migrants from afghanistan bangladesh and pakistan will be allowed to stay in india even without valid passports or travel documents this applies to,2026-03-29 08:47:23+00:00,Politics,2
2038171741344972859,"Breaking News:
India shows d world what is meant by being a friend.
India has delivered 38,000 metric tonnes (MT) of petroleum to Sri Lanka as Colombo grapples wid supply disruptions triggered by d ongoing West Asia conflict, Indian High Commission in Colombo said on Saturday. https://t.co/UCxlxDH5h4",breaking news india shows d world what is meant by being a friend india has delivered 38000 metric tonnes mt of petroleum to sri lanka as colombo grapples wid supply disruptions triggered by d ongoing west asia conflict indian high commission in colombo said on saturday,2026-03-29 08:29:45+00:00,Global Conflict And Politics,4
2038280957594099808,"India ships 38,000 MT of fuel to Sri Lanka amid West Asia crisis and local… 
https://t.co/y1CZzuCNhf

#News #LatestNews #BreakingNews #Breaking",india ships 38000 mt of fuel to sri lanka amid west asia crisis and local news latestnews breakingnews breaking,2026-03-29 15:43:44+00:00,Global Conflict And Politics,4
2038281139903688822,"India ships 38,000 MT of fuel to Sri Lanka amid West Asia crisis and local… 
https://t.co/y1CZzuCNhf

#news #breaking",india ships 38000 mt of fuel to sri lanka amid west asia crisis and local news breaking,2026-03-29 15:44:27+00:00,Global Conflict And Politics,4
2038320208172163548,"#BREAKING 🚨 INDIA HELPING BANGLADESH

India supplies 5,000 tons of diesel to Bangladesh amid fuel crisis. This is getting highlighted as 🚨BIG BAD NEWS 🚨but understand -

India's monthly diesel consumption is ~260,000 tonnes a day.",breaking india helping bangladesh india supplies 5000 tons of diesel to bangladesh amid fuel crisis this is getting highlighted as big bad news but understand indias monthly diesel consumption is 260000 tonnes a day,2026-03-29 18:19:42+00:00,Global Conflict And Politics,4
2038211340821811694,"Breaking News 🚨 

Brazil pitches HIGHER crude supplies to India and explores refining partnerships, with BPCL contracting 12M barrels for FY27. 

India’s refining capacity stands at 258 mtpa. 

Bilateral trade reached $15.21 BILLION in 2025. https://t.co/rqRiov2w0a",breaking news brazil pitches higher crude supplies to india and explores refining partnerships with bpcl contracting 12m barrels for fy27 indias refining capacity stands at 258 mtpa bilateral trade reached 1521 billion in 2025,2026-03-29 11:07:06+00:00,Global Conflict And Politics,4
2038302684550156594,"""BREAKING NEWS: 
Saudi Arabia no longer needs the Strait of #Hormuz for its oil exports. 

The East-West pipeline is now operating at full capacity, 7 million barrels per day, ensuring direct supply to the main importing countries: 

• 🇨🇳China — 37.7% 
• 📷India — 14.7% 
• https://t.co/4ixbit06XA",breaking news saudi arabia no longer needs the strait of hormuz for its oil exports the eastwest pipeline is now operating at full capacity 7 million barrels per day ensuring direct supply to the main importing countries china 377 india 147,2026-03-29 17:10:04+00:00,Global Conflict And Politics,4
2038455169411940773,"🚨BIG BREAKING

🇮🇷 Iran attacks a desalination plant in Kuwait, killing an Indian worker. 

📌Sad news for India😥",big breaking iran attacks a desalination plant in kuwait killing an indian worker sad news for india,2026-03-30 03:15:59+00:00,Global Conflict And Politics,4
2039929659371262421,"US breaking —
Iran vs US-Israel War News Live Updates: Trump warns US will target Iranian bridges and power plants next — Indian Express
#IranWar #USA #WhiteHouse #USpolitics #BreakingNews #WorldNews",us breaking iran vs usisrael war news live updates trump warns us will target iranian bridges and power plants next indian express iranwar usa whitehouse uspolitics breakingnews worldnews,2026-04-03 04:55:05+00:00,Global Conflict And Politics,4
2038318332747931699,"🧵 BREAKING: Major power outages have been reported in the Iranian city of Karaj following a fresh round of U.S.–Israeli airstrikes, with local infrastructure hit overnight, according to international media. 
The Times of India
Source: Anadolu &amp; Iran International news agencies. https://t.co/71vJg8FS5Z",breaking major power outages have been reported in the iranian city of karaj following a fresh round of usisraeli airstrikes with local infrastructure hit overnight according to international media the times of india source anadolu amp iran international news agencies,2026-03-29 18:12:15+00:00,Global Conflict And Politics,4
2039866540988969098,"Breaking news 

A large wave of heavy airstrikes on Tehran now!",breaking news a large wave of heavy airstrikes on tehran now,2026-04-03 00:44:16+00:00,Politics,2
2039865863092768949,"BREAKING NEWS: 🚨Iranian Media: Explosions in Ahwaz and near Mashhad Airport. Targeting the air defense systems southwest of Tehran 
#IranWar‌ #Israël",breaking news iranian media explosions in ahwaz and near mashhad airport targeting the air defense systems southwest of tehran iranwar isral,2026-04-03 00:41:35+00:00,Global Conflict And Politics,4
2039837442774339883,"🚨BREAKING

Mehr Iranian News Agency: Activation of air defenses against hostile targets in the capital #Tehran",breaking mehr iranian news agency activation of air defenses against hostile targets in the capital tehran,2026-04-02 22:48:39+00:00,Global Conflict And Politics,4
2039838026462081245,"🚨Breaking | Iran's Mehr News Agency: Air defenses activated against hostile targets in the capital, Tehran",breaking irans mehr news agency air defenses activated against hostile targets in the capital tehran,2026-04-02 22:50:58+00:00,Global Conflict And Politics,4
2039828963850059862,"BREAKING IRAN NEWS ALERT 🚨
U.S. Embassy in Albania warns Iran-linked groups may target U.S. institutions and the PMOI. Public places like tourist sites, malls, hotels, clubs, and restaurants could also be targeted. Citizens urged to stay alert and review security.",breaking iran news alert us embassy in albania warns iranlinked groups may target us institutions and the pmoi public places like tourist sites malls hotels clubs and restaurants could also be targeted citizens urged to stay alert and review security,2026-04-02 22:14:57+00:00,Politics,2
2039886493712609730,"🚨 SECURITY ALERT: Governments and law enforcement are monitoring reported threats to places of worship.

Public advised to stay alert and report suspicious activity. 🔥

#Security #Breaking #Safety #US #Europe #Alert #News",security alert governments and law enforcement are monitoring reported threats to places of worship public advised to stay alert and report suspicious activity security breaking safety us europe alert news,2026-04-03 02:03:34+00:00,Politics,2
2039832676459290733,"Breaking News! If you are using this app, especially members of the media and content creators, make sure your notifications have not been mysterious ""turned off""  which is a form of shadow banning.",breaking news if you are using this app especially members of the media and content creators make sure your notifications have not been mysterious turned off which is a form of shadow banning,2026-04-02 22:29:42+00:00,Politics,2
2039875738850017620,"**BREAKING NEWS**

For the RECORD......DON'T TAG Me or expect me to Repost or share ANY of this DRAMA BULLSHIT!!!

I will NOT be Clipping or Posting ANYTHING FROM THOSE DIRECTLY involved EITHER!!! 

I am Done with IT ALL!!! 

OK......back to your regularly scheduled programming!!",breaking news for the recorddont tag me or expect me to repost or share any of this drama bullshit i will not be clipping or posting anything from those directly involved either i am done with it all okback to your regularly scheduled programming,2026-04-03 01:20:49+00:00,Politics,2
2039852859009700239,BREAKING NEWS: Neverrrrrrrrrrrrrrrrrrrr downplay your accomplishments. A job is a job. A car is a car. A house is a house.,breaking news neverrrrrrrrrrrrrrrrrrrr downplay your accomplishments a job is a job a car is a car a house is a house,2026-04-02 23:49:54+00:00,Politics,2
2039907356188787195,BREAKING NEWS: Every finger that touches this post will receive good news TODAY.,breaking news every finger that touches this post will receive good news today,2026-04-03 03:26:28+00:00,Politics,2
2039915987106169038,BREAKING NEWS : Anyone who touches this POST before April 4th will be blessed with income that is overflowing.,breaking news anyone who touches this post before april 4th will be blessed with income that is overflowing,2026-04-03 04:00:45+00:00,Politics,2
2039837794634244191,"🚨Breaking News🚨
To All Lesser Known Entities (I mean small accounts) I have some good news for you guys.
At exactly 12am una go hear from me.

Inform all the other Lesser Known Entities( smaller accounts) about this alert 📢",breaking news to all lesser known entities i mean small accounts i have some good news for you guys at exactly 12am una go hear from me inform all the other lesser known entities smaller accounts about this alert,2026-04-02 22:50:03+00:00,Politics,2
2039824015607422979,BREAKING NEWS: Jesus Christ is coming soon kindly Rt to remind someone on your timeline.,breaking news jesus christ is coming soon kindly rt to remind someone on your timeline,2026-04-02 21:55:18+00:00,Politics,2
2039873856974790887,"BREAKING NEWS: Sorry to interrupt your scrolling, but Jesus has Risen and is coming again whether you believe it or not!",breaking news sorry to interrupt your scrolling but jesus has risen and is coming again whether you believe it or not,2026-04-03 01:13:21+00:00,Politics,2
